tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_est_0,tau_est_1,tau_est_2,tau_est_3,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3
3.941376,0.407256,-2.158451,1.903631,3.009001,-1.21498,2.10882,1.248256,0.084021,-0.009154,-0.00668,-0.008856,0.151933,-0.040015,-0.134163,0.092321,-0.782228,-0.666543,-0.514312,0.312897
2.969704,2.291454,-2.158361,0.955178,3.42061,-0.5748,-0.702607,0.492727,0.078133,-0.017714,-0.012406,-0.008265,0.139423,0.001981,-0.158215,0.044091,-0.412277,-0.850302,-0.743432,0.176861
4.681366,-0.203986,0.0722709999999998,0.505051,12.673897,-3.738682,-2.691605,0.41829,0.072061,-0.020076,-0.020619,-0.009151,0.100799,0.032996,-0.065292,-0.015068,-1.837768,0.898073,-0.594548,-0.326488
6.130888,-0.316034,2.119449,-0.0300039999999999,12.060896,-4.174125,-1.930514,-0.452722,0.048542,-0.007086,-0.023679,-0.012694,0.082914,0.090312,0.058612,-0.037838,-2.463934,1.618987,-0.031087,-0.299298
3.168965,4.837686,2.793256,-0.287577,3.348549,0.607096,1.872006,0.414632,0.029719,0.003838,-0.023872,-0.01476,0.060114,0.195478,0.096308,-0.031161,-1.05257,0.455757,0.105622,-0.061224
2.380477,5.91422,3.086445,-1.301979,0.528524,2.348199,2.106435,0.035862,0.023818,0.005903,-0.021196,-0.013579,0.072269,0.222543,0.136093,-0.045524,-0.342346,0.29249,0.42289,0.251677
2.526341,6.966624,1.583997,-1.218772,2.230582,3.296703,1.170945,-0.038934,0.019054,0.010922,-0.013555,-0.012398,0.063895,0.249492,0.12621,-0.037206,-0.478453,0.095238,0.955064,0.299286
4.886765,7.572548,1.669834,-0.834071,2.405173,2.804651,1.054878,-0.038775,0.011242,0.011807,-0.001149,-0.010922,0.110711,0.268307,0.143019,-0.031769,-0.702675,0.061226,0.967183,0.156448
4.576105,5.568264,0.407877,-0.152402,4.865743,2.959539,0.821393,-0.341479,0.002661,0.015055,0.01315,-0.009446,0.096728,0.21835,0.149581,-0.033498,-0.64188,0.265293,1.501449,-0.224449
4.166207,4.92648,0.335286999999999,-0.575252,3.925737,2.504967,-0.352428,0.189646,-0.004211,0.019188,0.027623,-0.009446,0.085424,0.187939,0.155072,-0.02157,-0.514491,0.068025,1.425469,0.136076
3.078752,4.108552,0.75291,-0.120561,4.216899,1.407538,-0.058787,-0.302893,-0.009747,0.020664,0.042268,-0.010331,0.052079,0.157162,0.174356,-0.023856,-0.457421,-0.006806,1.274645,-0.108782
1.831215,4.437728,-0.0585619999999998,0.157449,2.810438,1.859597,-0.64762,-0.605153,-0.013374,0.020368,0.057655,-0.011216,0.017579,0.166478,0.186553,-0.019059,-0.37393,-0.027214,1.640506,-0.176762
0.260822,5.396704,0.480005,-0.29902,1.638675,2.009142,0.235877,-1.174257,-0.018911,0.019483,0.072265,-0.0121,-0.038111,0.191663,0.194946,-0.026774,-0.466411,-0.115652,1.29351,-0.033915
-1.392591,4.897048,1.052809,-0.791333,-0.351057,2.23358,0.708166,-0.341723,-0.023687,0.019779,0.085913,-0.010918,-0.094956,0.207503,0.214996,-0.032769,-0.550912,0.367336,1.087133,0.122529
-3.789228,4.81332,0.85644,-1.257904,-4.210371,3.135664,1.004135,-0.07685,-0.030002,0.024797,0.097655,-0.009147,-0.171036,0.217442,0.214969,-0.043675,-0.573481,0.483015,1.038205,0.197352
-7.395818,5.500278,0.328032,-1.223722,-7.717466,4.718805,6.3e-05,-0.568072,-0.032874,0.027455,0.109195,-0.008259,-0.249476,0.214426,0.214353,-0.045771,-0.092626,0.054426,1.150459,0.142961
-9.479888,5.519884,0.469352,-0.389157,-11.400286,5.507127,0.236785,-0.341152,-0.033448,0.02775,0.122611,-0.009734,-0.309086,0.211746,0.217625,-0.037261,-0.083721,-2e-06,0.952999,-0.149509
-10.882211,5.331716,-0.00656600000000007,-0.205234,-13.620686,6.034201,-0.533222,0.379542,-0.034403,0.026864,0.133747,-0.011208,-0.352372,0.203227,0.213477,-0.03192,-0.123352,-0.020413,0.999908,-0.156283
-11.806527,4.757774,-0.448648,0.472475,-16.367318,6.748254,0.533581,0.074751,-0.035169,0.027455,0.143364,-0.013272,-0.37401,0.186501,0.205312,-0.023197,-0.026454,0.006803,0.998674,-0.3603
-11.605312,4.855852,-0.548955999999999,0.788758,-17.185981,6.216364,-0.474763,0.341935,-0.034978,0.02775,0.15316,-0.015633,-0.365302,0.191426,0.196782,-0.011275,0.021986,0.027214,0.819753,-0.339904
-11.135772,4.591174,-0.545535,0.912851,-17.245279,6.102198,0.059358,0.0756,-0.034405,0.028045,0.160125,-0.017107,-0.347289,0.18562,0.191696,-0.005066,0.092416,0.068038,0.667405,-0.305913
-9.812979,4.740816,-0.799876,0.693558,-16.546228,6.707833,-0.118777,-0.113306,-0.032686,0.028931,0.165581,-0.017991,-0.302235,0.18968,0.172773,0.003231,0.189382,0.040827,0.489838,-0.081504
-8.045125,5.281536,-0.756938,0.541385,-14.677407,6.030183,-0.475398,0.039189,-0.030773,0.02834,0.170285,-0.018285,-0.247534,0.198495,0.161523,0.008272,0.229245,-0.088443,0.268944,0.06127
-6.057097,5.569384,-0.841754,0.584811,-12.692527,5.731624,0.059416,0.075592,-0.02733,0.027159,0.172167,-0.017694,-0.183019,0.209177,0.145451,0.012773,0.303991,-0.054422,0.086927,0.088432
-3.463858,5.634948,-0.787573,0.779855,-10.004076,5.130469,-0.356544,-0.188464,-0.024655,0.027159,0.171982,-0.016809,-0.106519,0.219073,0.132863,0.01928,0.299309,0.061236,-0.095201,0.061185
-1.658627,5.978234,-0.856843,0.620716,-7.25654,4.642924,-0.118824,-0.113348,-0.021025,0.027455,0.17048,-0.015628,-0.046018,0.221287,0.117163,0.022254,0.391936,-0.081637,-0.238041,0.163167
0.18626,5.830688,-0.963136,0.688652,-4.449042,4.269509,-0.831638,-0.187724,-0.016823,0.027455,0.167098,-0.013268,0.008101,0.228615,0.102924,0.025698,0.34304,0.102056,-0.320607,0.142749
1.957266,6.0813,-0.835915,0.505222,-2.693665,3.742421,-0.593844,-0.112557,-0.013199,0.028931,0.163336,-0.012088,0.062831,0.233002,0.091419,0.029876,0.351892,0.020415,-0.481005,0.271939
3.924252,7.207692,-1.106909,0.749439,0.878531,3.560746,-0.65296,0.000903,-0.010141,0.027159,0.158257,-0.009434,0.115835,0.249273,0.077202,0.036315,0.242454,-0.272136,-0.459733,0.197143
5.882923,7.389064,-1.02865,0.834602,1.815978,3.259646,-0.889928,0.228009,-0.007656,0.025092,0.151479,-0.005892,0.178531,0.264591,0.062405,0.03891,0.316811,-0.102047,-0.5991,0.142724
7.314013,7.959522,-1.076539,0.533158,4.805185,3.302944,-0.948591,0.113978,-0.003265,0.023616,0.143376,-0.002647,0.230846,0.276688,0.041925,0.043155,0.439936,-0.183681,-0.729868,0.305946
8.586713,8.135928,-0.811539,0.024842,7.0927,2.966342,-0.888619,0.075605,0.000551,0.023026,0.134133,0.001189,0.264232,0.285153,0.025828,0.042981,0.321061,-0.136059,-0.948043,0.509979
8.95147,8.583,-0.689479,0.243064,7.798355,2.81455,-0.887957,-0.303535,0.004561,0.019778,0.125449,0.00473,0.280923,0.291819,0.023008,0.039474,0.3606,-0.210885,-0.935773,0.312768
9.524203,8.42834,-0.519455,0.598595,9.03162,2.702097,-1.005557,0.22628,0.007423,0.018302,0.115056,0.007385,0.291608,0.286095,0.021103,0.039484,0.211136,-0.197275,-0.914685,0.10194
9.726951,7.829398,-0.14909,0.017887,9.560471,2.436587,-0.118203,0.037711,0.00895,0.016531,0.104464,0.010926,0.293653,0.26572,0.014074,0.040475,0.118827,-0.176864,-1.05533,0.360419
9.210608,6.42587,-0.668152,0.765477,9.913295,2.435502,-0.295268,0.151014,0.010287,0.014464,0.094432,0.012993,0.279735,0.215055,0.000348,0.045784,0.110036,-0.20407,-0.841974,0.027149
8.14329,4.062732,-0.61483,0.9662,9.561947,1.524678,-0.531093,-0.152374,0.011242,0.012398,0.085718,0.014763,0.24919,0.133311,-0.001048,0.059393,0.092445,-0.217671,-0.77716,0.074775
4.894743,1.046398,0.367567,1.481778,8.448619,0.57417,-0.589708,0.415422,0.013341,0.00856,0.076429,0.016829,0.166508,0.011697,0.027164,0.082627,0.233051,-0.476144,-0.799596,0.081586
0.897102,-1.632282,1.796348,1.009464,7.158402,-0.868661,0.47138,0.644674,0.014487,0.003837,0.067321,0.01919,0.037619,-0.083675,0.073341,0.100382,-0.043741,-0.496539,-0.822924,0.510168
-3.85761,-1.401296,2.022981,0.46696,3.10946,-1.212606,1.766811,0.496684,0.013153,-0.002952,0.059909,0.024208,-0.112379,-0.094101,0.090646,0.099488,-0.268005,-0.666587,-0.627278,0.70752
-2.468766,0.417602,0.741809,-0.334974,-2.991104,-0.376194,1.766488,0.800664,0.008576,-0.010036,0.056663,0.030999,-0.096128,-0.042824,0.065132,0.081287,-0.597937,-0.700621,-0.265042,0.796087
0.383662,1.936966,-0.370768,-0.321621,-4.279885,0.459615,-0.058892,0.151176,0.003805,-0.015055,0.055689,0.037791,0.003195,0.028196,0.043151,0.065214,-0.202506,-0.319718,0.028659,0.503598
1.889733,1.906364,1.652261,8.046257,-4.398436,0.838108,6.414375,4.482309,0.007619,-0.013874,0.050419,0.022437,0.10956,0.056927,0.025292,0.108622,0.839101,0.108833,-1.140218,-2.945816
3.24316,0.278562,1.087245,3.726153,1.408564,0.036963,7.63932,3.218523,0.017533,-0.00738,0.033716,-0.00059,0.166411,0.06403,-0.064129,0.051593,0.983785,0.931869,-1.766685,-1.210789
4.329231,0.879942,-1.328102,1.546807,2.114502,-0.492419,0.880381,0.226861,0.027626,-0.000591,0.018106,-0.004723,0.207709,0.072271,-0.143518,0.051706,0.986837,0.652959,-1.356249,-0.068041
2.786292,0.0323180000000001,-2.125343,0.717753,2.646246,-0.300605,-0.586199,0.34094,0.042269,0.00915,0.002479,-0.002361,0.214705,0.064639,-0.179212,0.037232,1.624484,0.816176,-1.208466,0.136036
2.190379,-0.33824,-1.391335,0.580882,2.473503,-0.033131,-1.756543,0.340713,0.060302,0.0183,-0.012213,0.000886,0.216029,0.059624,-0.162898,0.01596,1.630033,0.78898,-1.187895,-0.102016
0.956124999999999,-0.70827,-2.332935,2.495334,0.766893,-0.527775,-2.339707,0.94764,0.081143,0.026565,-0.024821,-0.005608,0.208148,0.048752,-0.175944,0.029452,1.744525,0.68694,-0.72257,-0.809417
-0.285963,-1.021838,-2.010883,2.256886,-0.059116,-0.075965,-2.10449,0.115588,0.102699,0.033649,-0.032856,-0.014465,0.206716,0.038577,-0.177147,0.025747,1.963279,0.584839,-0.798196,-0.625793
-0.887093,-0.144708,-1.711664,0.93707,-0.296002,-0.152908,-2.044809,-0.452498,0.120821,0.038369,-0.040508,-0.015055,0.210114,0.03352,-0.164368,0.009369,2.006174,-0.000381,-0.692418,-0.163235
-0.336441,-1.025682,-0.736474,0.215353,-0.652204,-0.155248,-2.860913,-0.376296,0.138914,0.0425,-0.048355,-0.014168,0.210869,0.031876,-0.121947,-0.019701,1.427433,0.353481,-0.551663,-0.176839
-0.784487999999999,-1.027042,0.229885,-0.459354,0.059434,0.227521,-2.217987,-0.035745,0.154544,0.043973,-0.052379,-0.016825,0.20591,0.030126,-0.059094,-0.058055,1.291149,0.305816,-0.19888,-0.285698
-0.804755,-0.801806,2.002346,-1.184176,-0.713266,-0.345579,-0.350181,-0.491845,0.166768,0.045445,-0.054298,-0.020367,0.193999,0.028678,0.018708,-0.090047,0.87892,0.149398,-0.088598,-0.278912
-1.124994,-0.293548,2.853464,-2.865906,-0.475783,-0.041095,1.05051,-0.266367,0.175425,0.044261,-0.054109,-0.022434,0.184155,0.029016,0.074145,-0.144146,0.715272,-0.081901,0.176443,-0.088447
-1.275858,-0.21709,2.797314,-3.09303,-0.714103,-0.118352,1.868267,-0.6464,0.182578,0.042486,-0.0499,-0.025387,0.171636,0.029796,0.106416,-0.184487,0.446444,-0.081805,0.555293,-0.442235
-0.905819,0.013834,3.438134,-4.375525,-0.952205,0.334774,3.329172,-0.989904,0.186165,0.039828,-0.045309,-0.027749,0.170258,0.025319,0.120421,-0.216378,0.174537,-0.224552,0.352558,-0.1701
-0.678247999999999,-0.15474,3.719041,-5.423992,-0.476025,0.413638,3.32971,-1.368538,0.186737,0.038352,-0.043203,-0.027454,0.165199,0.020497,0.116854,-0.240604,-0.037791,-0.190455,0.141192,0.047621
-0.290912,-0.098302,3.409653,-5.524964,0.178615,0.228233,2.862868,-1.443603,0.185435,0.036286,-0.041099,-0.02775,0.165819,0.018049,0.11714,-0.258002,-0.197824,-0.224404,0.273161,-0.115668
-0.271429,-0.0435260000000001,2.840221,-5.358134,0.17859,0.3039,2.220898,-2.23791,0.183007,0.03363,-0.037277,-0.030112,0.162974,0.011778,0.10943,-0.268932,-0.214863,-0.306017,0.413727,-0.306183
-0.089191999999999,0.15742,2.967247,-5.978286,-0.237889,0.112523,2.572274,-2.238898,0.180021,0.029498,-0.034221,-0.031884,0.160507,0.006638,0.099958,-0.281358,-0.296899,-0.42161,0.193614,-0.129282
-0.0345340000000001,0.149638,1.822486,-5.876054,-0.891808,0.526724,1.228021,-2.80409,0.177407,0.025367,-0.030592,-0.03336,0.160421,0.003155,0.0835,-0.285822,-0.279988,-0.407999,0.514907,-0.217748
-0.151589,0.235108,1.647333,-6.478274,0.297097,-0.529291,0.526485,-3.332566,0.174226,0.02094,-0.025432,-0.033655,0.155601,0.003844,0.068999,-0.290609,-0.250143,-0.373994,0.356721,0.027212
-0.103831,0.55842,1.150573,-6.489657,0.059411,-0.075606,-0.409718,-3.178964,0.171231,0.016219,-0.020848,-0.033655,0.150496,0.003554,0.062837,-0.299774,-0.310947,-0.469185,0.470776,-0.081659
-0.242594,0.53939,1.082918,-6.751653,0.118908,0.416855,-0.819681,-3.670164,0.168229,0.012087,-0.016263,-0.033065,0.146469,0.006041,0.056275,-0.300954,-0.259503,-0.360385,0.365266,0.027214
-0.491452000000001,0.612822,0.866712,-6.831461,-0.356304,0.340467,-1.22994,-3.934108,0.165225,0.007956,-0.011681,-0.033065,0.134847,0.007985,0.059581,-0.306868,-0.285889,-0.305976,0.457419,-0.006807
-0.673769,0.441972,1.696853,-7.374631,-0.237438,0.416436,-1.171705,-4.047869,0.162027,0.005891,-0.007863,-0.032474,0.123202,0.007026,0.085356,-0.320383,-0.342553,-0.203961,0.316811,0.088453
-1.226277,0.419398,2.209898,-7.919357,-0.415491,0.151287,-1.347858,-4.236933,0.158263,0.00353,-0.003852,-0.030997,0.104136,0.007539,0.123618,-0.331442,-0.334084,-0.149564,0.488426,0.204116
-1.864384,0.315998,3.823476,-7.663039,-1.424193,0.037445,0.586236,-3.900912,0.154684,0.002056,0.000536,-0.030112,0.075868,0.003526,0.18407,-0.332279,-0.447088,-0.135949,0.382437,0.054432
-2.357941,-0.06293,4.823745,-7.757995,-1.304831,-0.038259,1.641904,-3.751915,0.148277,0.002056,0.004546,-0.027454,0.049636,-0.004117,0.230939,-0.312737,-0.547247,-0.06113,0.41804,0.31296
-2.168172,-0.533114,6.150628,-6.782662,-1.659594,-0.03835,4.57474,-2.924771,0.140358,0.002057,0.007411,-0.024797,0.029484,-0.014799,0.269645,-0.273789,-0.856209,0.013717,0.202611,0.278931
-1.857233,-1.407416,6.092692,-5.938966,-1.362246,-0.37906,5.162261,-2.62137,0.131114,0.001763,0.010469,-0.020073,0.018149,-0.035167,0.282359,-0.211373,-1.048271,0.149758,0.352279,0.578233
-0.691588,-1.02054,5.647808,-3.55648,-1.301576,-0.037873,7.744454,-0.804879,0.117894,-6e-06,0.012764,-0.014759,0.037424,-0.058955,0.246796,-0.124367,-1.062431,-0.373965,0.101496,0.40814
2.970154,-2.039146,4.25845,-1.242569,1.004684,-0.757618,7.45038,-0.082585,0.105607,-0.001481,0.011815,-0.010922,0.112761,-0.072618,0.166023,-0.028519,-1.359882,-0.047482,-0.201625,0.401322
6.250828,-1.213344,1.023645,1.038344,2.893078,-1.44051,7.214512,1.434956,0.093305,-0.004137,0.009912,-0.006789,0.211561,-0.060447,0.041731,0.049437,-1.055934,-0.237978,-0.114085,0.183653
5.910662,0.382504,-2.232471,1.050599,4.544089,-1.36889,2.932043,1.173109,0.086861,-0.010631,0.007055,-0.003542,0.246215,-0.039146,-0.118432,0.071131,-0.166636,-0.618977,-0.452352,0.408113
4.139887,1.113638,-2.062185,0.616178,4.722077,-1.183633,-1.700018,0.454678,0.088743,-0.017716,0.002861,-0.001771,0.228914,-0.012795,-0.121812,0.026685,0.383049,-0.483004,-0.52732,0.047611
7.316499,-0.302806,0.921875,0.268272,19.417474,-5.644865,-2.929343,0.038204,0.087417,-0.018011,-0.004579,-0.001476,0.207746,0.014078,-0.013788,-0.023394,-1.552492,0.632738,-0.57605,-0.408111
9.889381,-0.9072,2.113007,-0.738534,14.606838,-5.267583,-1.054426,-0.416279,0.062597,-0.002363,-0.006296,-0.003542,0.211214,0.065806,0.083147,-0.042334,-2.343893,1.476135,0.061534,-0.115633
8.025111,3.229978,2.946784,-0.923169,8.998489,-1.433068,1.464634,0.302458,0.044172,0.006788,-0.004961,-0.004428,0.207875,0.133956,0.132255,-0.048973,-1.147753,0.292531,0.241808,-0.095228
6.493974,4.131966,2.414588,-1.42954,6.995193,-0.070634,1.992624,0.037173,0.037517,0.007674,-0.000382,-0.004428,0.198767,0.148128,0.152466,-0.055624,-0.425112,0.040827,0.703306,0.07482
7.817684,6.492594,1.398442,-0.856192,7.345805,0.913534,1.231541,0.075261,0.033904,0.006789,0.007817,-0.004723,0.23523,0.210966,0.154769,-0.042235,-0.385637,-0.183642,1.137679,-0.040804
10.040074,4.852574,1.522841,-0.959405,9.3984,-0.484464,0.704458,-0.416843,0.028194,0.009151,0.020582,-0.004428,0.288962,0.211263,0.167855,-0.044435,-0.456597,0.605393,1.079492,-0.020385
9.973593,4.072256,0.364126,0.248672,11.684996,0.395839,-0.646381,-0.075367,0.023046,0.016531,0.033143,-0.006199,0.285653,0.184925,0.165871,-0.039781,-0.391174,0.489782,1.477037,-0.544111
9.805643,3.689224,0.631755999999999,-0.304841,11.095149,-0.055692,0.529509,-0.303331,0.019612,0.020664,0.048162,-0.007083,0.284955,0.159058,0.18061,-0.033964,-0.259319,0.231298,1.339722,-0.183592
9.322103,3.514722,0.988212000000001,-0.261615,11.856439,-0.091486,0.412287,0.302518,0.017516,0.02155,0.062592,-0.010035,0.272329,0.13644,0.196224,-0.034642,-0.201824,-0.034011,1.176294,-0.17678
9.54149,2.79399,0.515874,-0.481796,11.853355,-1.000903,0.058962,0.151393,0.014278,0.021254,0.077762,-0.012985,0.266314,0.119376,0.202532,-0.033881,-0.360115,0.074835,1.301688,-0.020302
9.071095,3.271098,0.274641,-0.254931,12.49452,-0.884797,-0.295171,-0.529629,0.009702,0.023025,0.092535,-0.015346,0.245035,0.132969,0.20438,-0.032063,-0.41722,0.013611,1.260742,-0.081497
8.377,3.762606,-0.128607,0.256092,11.258391,-0.92582,0.650282,-0.607266,0.004937,0.02273,0.106346,-0.01682,0.212385,0.156314,0.221077,-0.034314,-0.55816,0.122457,1.498441,-0.346721
6.713395,4.470082,0.36771,-0.0359479999999999,9.261192,0.055378,0.887684,-0.153661,-2.3e-05,0.023911,0.120138,-0.018884,0.16668,0.169739,0.22639,-0.03881,-0.439395,-0.047621,1.144295,-0.231101
5.18241,4.602304,-0.0155709999999996,-0.403797,7.382873,0.506172,-0.236983,0.038572,-0.004602,0.024502,0.133346,-0.021834,0.119082,0.18789,0.221771,-0.039603,-0.426735,0.149668,1.113098,-0.020214
2.242556,5.074302,-0.587431,0.693967,5.389426,1.184228,-0.059229,-0.378489,-0.007657,0.025683,0.145786,-0.024194,0.043089,0.200269,0.220493,-0.036683,-0.233223,0.081639,1.227553,-0.503096
-0.243961,4.853898,-0.361208,-0.00744300000000001,1.522929,2.388394,-0.652855,-0.376144,-0.009187,0.027454,0.156139,-0.026849,-0.024224,0.203311,0.207275,-0.035838,-0.141167,0.210906,0.819804,-0.108641
-1.795826,4.493162,-0.145556,-0.110309,-1.171376,2.76106,0.178244,-0.152241,-0.011102,0.030407,0.164415,-0.028618,-0.072746,0.195601,0.215847,-0.030839,-0.180857,0.231329,0.715678,0.027392
-2.975839,4.560974,0.0141119999999998,0.318462,-3.982482,3.587204,0.178332,-0.076564,-0.011869,0.031589,0.17118,-0.030387,-0.096638,0.181807,0.210556,-0.022535,0.004462,-0.027217,0.485144,-0.061081
-3.630645,4.429146,-0.431,0.34265,-5.505416,3.886608,0.237881,-0.114697,-0.011295,0.031293,0.176262,-0.029499,-0.111,0.175756,0.200266,-0.015781,0.070485,-0.047628,0.51555,0.00015
-3.81977,4.84795,-0.564334,0.383424,-6.384672,4.225976,0.059437,0.151215,-0.009574,0.029816,0.180397,-0.029498,-0.104864,0.178714,0.181077,-0.005448,0.24231,-0.190505,0.290667,0.108913
-3.24111,4.63817,-0.56215,0.509821,-6.971716,4.224987,-0.832796,-0.337152,-0.007091,0.02893,0.182657,-0.028317,-0.085621,0.182175,0.168521,0.00024,0.24628,-0.02041,0.104375,0.102052
-2.518554,4.675642,-0.587381,0.688793,-5.918702,3.696877,0.594816,0.338326,-0.003848,0.029226,0.182662,-0.027136,-0.055964,0.185988,0.153301,0.005855,0.347247,0.013609,-0.073322,0.067991
-1.69992,4.89986,-0.533721,0.618743,-5.510306,3.735379,-0.178583,0.455206,0.000348,0.029226,0.181164,-0.025956,-0.025118,0.192101,0.142543,0.011303,0.404305,-0.006805,-0.215902,0.156366
-0.884535,4.631652,-0.584784,0.825807,-3.870296,3.511141,0.297269,0.226128,0.004538,0.030997,0.178164,-0.024186,0.000583,0.194457,0.131578,0.015369,0.373055,0.136074,-0.289933,0.081534
0.062314,5.34383,-0.907901,0.718047,-2.991423,3.626896,-0.356732,0.114881,0.007779,0.030702,0.17516,-0.023006,0.027905,0.197036,0.111505,0.018767,0.321048,-0.176905,-0.341737,0.163139
0.970945,5.429926,-1.088331,0.853783,-2.170731,3.629401,-0.534778,-0.225594,0.011023,0.028635,0.170467,-0.020351,0.054086,0.201468,0.095054,0.021954,0.26813,-0.122468,-0.398497,0.101921
1.547435,5.489162,-1.03255,0.459367,-0.880227,2.951048,-0.712663,-0.263304,0.014454,0.028045,0.164266,-0.017106,0.079495,0.206481,0.079652,0.025199,0.3645,-0.068041,-0.5414,0.299129
2.268582,5.640586,-1.204548,0.512452,0.645803,2.651836,-0.949776,0.191221,0.018646,0.027455,0.157685,-0.013271,0.101268,0.214567,0.061979,0.027893,0.311594,-0.013613,-0.594051,0.258324
3.542798,5.816398,-1.194085,0.598974,0.704701,3.295649,-0.118583,-0.264946,0.021692,0.027455,0.149401,-0.010321,0.138716,0.217706,0.044684,0.030495,0.276521,-0.054434,-0.71192,0.210713
4.730166,6.50894,-1.369528,0.734027,1.820773,3.108888,-0.592738,0.038531,0.024933,0.025388,0.140732,-0.00796,0.181923,0.223303,0.017472,0.034449,0.382242,-0.285745,-0.855986,0.163099
6.602323,6.287702,-1.324176,0.587309,3.818741,2.658699,-0.769776,-0.15107,0.028743,0.023616,0.128847,-0.004125,0.235444,0.22096,-0.006593,0.03568,0.316106,-0.183691,-1.030912,0.203908
8.495873,6.479364,-1.230161,0.205459,6.229152,2.776127,-0.828183,0.03803,0.032554,0.020664,0.116572,-0.00147,0.294363,0.217141,-0.028083,0.039929,0.333721,-0.292527,-1.193107,0.414758
9.282544,6.390258,-1.474554,1.032935,8.170095,1.679321,-0.590934,-0.189399,0.035604,0.017121,0.103904,0.000595,0.322146,0.202012,-0.05098,0.04408,0.373213,-0.421764,-1.198773,0.027095
9.968127,5.023416,-0.987607,0.726781,10.700184,1.036938,-0.295124,0.151399,0.039031,0.014169,0.088761,0.002365,0.337616,0.172546,-0.064574,0.049384,0.241174,-0.136053,-1.422884,0.224347
9.766847,3.985054,-0.146613,0.565424,11.407657,0.430863,-0.943313,0.037438,0.041315,0.012987,0.074737,0.004135,0.334146,0.136752,-0.055932,0.059393,0.241119,-0.136052,-1.560056,0.408013
8.49819,2.065328,0.721903,0.582986,10.64535,-0.139801,-0.529965,0.302613,0.043978,0.011216,0.058989,0.0062,0.29931,0.066909,-0.026258,0.071414,0.219215,-0.197269,-1.426539,0.523682
5.278708,-0.227164,1.94065,1.524296,10.646941,-1.127714,0.646962,0.606496,0.046072,0.007969,0.04474,0.009447,0.205418,-0.025451,0.032302,0.087829,0.149201,-0.387718,-1.1258,0.217627
-0.118868,-2.3062,3.848301,0.754014,7.529893,-1.62554,1.704286,0.911156,0.047214,0.003836,0.034086,0.014761,0.043828,-0.104326,0.122721,0.097707,0.000179,-0.46933,-0.816213,0.659818
-4.235858,-1.665874,4.575961,0.235185,2.705653,-1.326074,3.113503,0.915324,0.045504,-0.002362,0.028173,0.023322,-0.094798,-0.095074,0.196328,0.102939,-0.337356,-0.557743,-0.186043,0.87762
-1.523518,1.112672,3.648888,-1.162815,-3.351341,-0.52702,3.349442,0.616839,0.039987,-0.009742,0.029659,0.036315,-0.036125,-0.016639,0.214931,0.083442,-0.570201,-0.659791,0.491456,1.170495
1.081048,1.850814,3.023113,-0.332626,-5.466483,0.234232,6.057709,3.055178,0.03637,-0.01358,0.037788,0.048425,0.07677,0.044939,0.203405,0.069431,0.166476,-0.047622,0.558656,0.428888
2.494654,1.235054,4.723917,4.480326,-2.587588,0.494744,10.28667,4.348958,0.043029,-0.009742,0.034039,0.034838,0.168397,0.063621,0.162778,0.081218,0.946613,0.482918,-0.752721,-1.660413
3.335565,0.658732,5.314783,2.788677,2.118896,0.340383,9.511142,4.140808,0.053674,-0.002068,0.021524,0.015941,0.203755,0.061605,0.139155,0.011026,0.958635,0.625729,-1.187004,-1.455776
3.234903,0.0660179999999999,3.366409,-0.042259,1.826552,-0.301801,5.397493,1.329976,0.06715,0.005902,0.012769,0.010037,0.233993,0.066593,0.114066,-0.004714,1.302301,0.877356,-0.416992,-0.163258
2.200423,-0.430376,3.798098,-1.273287,1.002847,-0.83143,5.45419,0.913104,0.082308,0.014756,0.008195,0.009446,0.226937,0.057086,0.105299,-0.038765,1.430796,0.850138,-0.685249,0.034006
1.301331,-0.928876,4.15068,-2.189703,1.1815,-0.5647,5.802761,1.216423,0.098953,0.023021,0.00095,0.010036,0.22893,0.051908,0.106158,-0.086259,1.623932,0.897743,-0.76024,-0.108836
0.34755,-1.20031,4.597822,0.137252,-0.769382,-0.53303,6.031921,1.289561,0.118594,0.029512,-0.009923,0.004428,0.227842,0.045267,0.095541,-0.06844,1.738065,0.83648,-0.980611,-0.979476
-0.779205000000001,-0.379596,3.200721,-1.243703,-0.237222,-0.569094,4.389768,0.529149,0.137251,0.0363,-0.016796,-0.003247,0.219742,0.034959,0.082353,-0.086188,1.833195,0.169683,-0.360998,-0.414911
0.0343540000000004,-1.36367,2.794152,-2.24944,-1.127834,0.068982,3.978932,0.036214,0.153996,0.041315,-0.020426,-0.005904,0.227682,0.035298,0.062808,-0.105676,1.272328,0.59158,-0.356651,-0.12243
-0.502271,-0.478934,2.982686,-2.609476,0.297023,-0.452289,3.275764,-0.493771,0.168276,0.044854,-0.024248,-0.006494,0.223499,0.032491,0.067222,-0.122844,1.217538,0.054022,-0.347968,-0.149637
-1.070967,-0.139368,3.701715,-2.995135,-1.011405,0.068466,2.33935,-0.417964,0.179923,0.046031,-0.026925,-0.008856,0.219382,0.035004,0.10809,-0.154781,1.226016,-0.095721,-0.16317,-0.326495
